region,rvalue-s,pvalue-s,fdr-pvalue-s,rvalue,pvalue,fdr-pvalue
cCunG_R,-0.03169490177290278,0.6797916728509199,0.9610773654871112,-0.02131838552477093,0.7813341420148165,0.9571776199669187
rLinG_R,-0.12523155995728616,0.10165745624335949,0.9605218676560692,-0.09393438854140992,0.2203240695087144,0.9251214856689762
vmPOS_R,-8.374597245640645e-05,0.9991300591948931,0.9991300591948931,0.007103423419570563,0.9263147929101219,0.9720402561210167
mOccG_R,0.056036671259985314,0.4653112601368804,0.9610773654871112,0.0238696749566402,0.7559454893170922,0.9571776199669187
MT+_R,-0.06764972246539941,0.37790715365683825,0.9610773654871112,-0.10752973450177944,0.16030982832891733,0.8985659453285696
OPC_R,-0.018926589775147856,0.8053478457455328,0.9610773654871112,-0.045718631243823166,0.5514868502180925,0.9571776199669187
iOccG_R,-0.05577367101887301,0.46741158704417896,0.9610773654871112,-0.06226877969548922,0.417089856238275,0.9571776199669187
msOccG_R,0.11099644008542557,0.14717764428927962,0.9610773654871112,0.09633057148245122,0.2087257705770487,0.9251214856689762
lsOccG_R,0.10559134855546201,0.16802530079626993,0.9610773654871112,0.07046062628130971,0.35836429299562955,0.9571776199669187
A8m_L,-0.0649609251699173,0.3971975287082933,0.9610773654871112,-0.09094813301506686,0.23541037804969484,0.9251214856689762
A8dl_L,-0.06452096393433646,0.4004090718586336,0.9610773654871112,-0.04534622813633421,0.5547364391500818,0.9571776199669187
A9l_L,-0.13698785009253217,0.07314326337841745,0.9334118138023336,-0.1437158300721988,0.0599926779976011,0.8985659453285696
A6dl_L,-0.0928872581822818,0.22553380445566676,0.9610773654871112,-0.1076077822495384,0.16000482464631882,0.8985659453285696
A6m_L,-0.022417971162062827,0.7703617417659167,0.9610773654871112,-0.023979976107945757,0.7548534999317857,0.9571776199669187
A9m_L,-0.0727540186913184,0.34289531081232716,0.9610773654871112,-0.11511562133854591,0.13265296284703038,0.8985659453285696
A10m_L,0.019555274328940317,0.7990171803579942,0.9610773654871112,-0.03300589061750229,0.6673200866067576,0.9571776199669187
46d_L,-0.10390758170805922,0.17494870730582346,0.9610773654871112,-0.11686387070149412,0.12683177370915652,0.8985659453285696
IFJ_L,-0.021218398570680218,0.7823340581446386,0.9610773654871112,-0.014401306373038117,0.8512655961814146,0.9693292437985219
A46_L,-0.0890880218825341,0.2451659249249529,0.9610773654871112,-0.09596074813699448,0.21048662960434072,0.9251214856689762
46v_L,0.007198029552557314,0.9253362503744549,0.9819566511642519,-0.03220533103908195,0.6749253395863538,0.9571776199669187
A8vl_L,-0.05379440233548351,0.48338400648186874,0.9610773654871112,-0.042949002112019165,0.5758738720577683,0.9571776199669187
A6vl_L,-0.05249810904351744,0.49400193722218133,0.9610773654871112,-0.062038537366956054,0.4188177226168556,0.9571776199669187
A10l_L,-0.04426741332801315,0.564202214259742,0.9610773654871112,-0.03421323195012795,0.6559144299164917,0.9571776199669187
A44d_L,0.06795222982758325,0.375773253183593,0.9610773654871112,0.08249369254392129,0.2819986127197237,0.9428013320778823
IFS_L,0.08147539503417289,0.2880016238047875,0.9610773654871112,0.0744982060724611,0.3314183939984913,0.9571776199669187
A45c_L,0.02605443359985299,0.7344088505626934,0.9610773654871112,0.01782079740582088,0.8165133471246124,0.9693292437985219
A45r_L,-0.009843100565474813,0.8980280185680651,0.9769364305569669,0.0037689221901921234,0.9608645508782561,0.99645212683671
A44op_L,-0.0036211286681854618,0.9623980485019461,0.9858538715207386,0.00027635542205185076,0.997129266227248,0.997129266227248
A44v_L,0.04063805197447884,0.5966004839311164,0.9610773654871112,0.029695405745837927,0.6989804838134891,0.9571776199669187
A14m_L,-0.1140627387467249,0.13625642806213473,0.9610773654871112,-0.12359506859871622,0.10624271321634693,0.8985659453285696
47o_L,0.10353361237089481,0.17651465597684834,0.9610773654871112,0.0544543572735243,0.47802586493257504,0.9571776199669187
A11l_L,-0.01747813830787367,0.8199808923247746,0.9610773654871112,-0.023336614454673693,0.7612296034261838,0.9571776199669187
A11m_L,0.0395729207874991,0.6062654814154869,0.9610773654871112,0.0658266683693717,0.39092308218157307,0.9571776199669187
A13_L,0.0608479363536428,0.4278190216800112,0.9610773654871112,0.059840266684461296,0.43552378019870575,0.9571776199669187
47l_L,0.005116760965012551,0.9468867707655286,0.9819566511642519,-0.03518497019631754,0.646791747071309,0.9571776199669187
A4hf_L,-0.07408215904323266,0.33413340921777135,0.9610773654871112,-0.05233593964301073,0.49533891543843267,0.9571776199669187
A6cdl_L,-0.1827403070059522,0.016422832493584363,0.567619935412725,-0.15226562141338773,0.04614920727639902,0.8985659453285696
A4ul_L,-0.012107780384014255,0.8747405307400211,0.9748352183371379,0.02264703994194199,0.7680815827416326,0.9571776199669187
A4t_L,0.02292280603827891,0.7653392349878322,0.9610773654871112,-0.01085733684899872,0.8875867408719745,0.9714432380205292
A4tl_L,-0.01802543593068737,0.8144441958260284,0.9610773654871112,-0.05413457695737817,0.4806181182369852,0.9571776199669187
A6cvl_L,-0.03792161411138347,0.6213849256605866,0.9610773654871112,-0.010734754780491476,0.888847698556318,0.9714432380205292
3ll_L,0.09315270527049797,0.2242049639588621,0.9610773654871112,0.0749896987757595,0.328229309373288,0.9571776199669187
A4ll_L,0.010853949838645802,0.8876215780570818,0.9769364305569669,0.03270501695582678,0.6701744435151877,0.9571776199669187
A38m_L,0.09063909165408586,0.2370120293676108,0.9610773654871112,0.09212390963376615,0.22938619376052732,0.9251214856689762
42_L,-0.13395765952792427,0.07978542453003525,0.9406281628804155,-0.11471616540904268,0.13401138207733637,0.8985659453285696
TE1.2_L,-0.06874482770006028,0.3702173011243277,0.9610773654871112,-0.08818855984890189,0.24998271465958322,0.9300403702084642
A22c_L,-0.04093172867862277,0.5939479416408509,0.9610773654871112,-0.06621802691781453,0.3881064168511213,0.9571776199669187
A38l_L,0.04591638332088718,0.549765043600206,0.9610773654871112,0.04498959923960656,0.55785705480822,0.9571776199669187
A22r_L,-0.05214779138408712,0.49689246891452266,0.9610773654871112,-0.06727127910968048,0.38058710451247685,0.9571776199669187
A21c_L,0.050671061294274414,0.5091747666980695,0.9610773654871112,0.05002306127752944,0.5146136581967802,0.9571776199669187
A21r_L,-0.06781009749475521,0.3767749410200322,0.9610773654871112,-0.02046946575783643,0.789834967574616,0.9571776199669187
A37dl_L,0.001958595341584829,0.9796565817145813,0.9929550873487158,-0.006947241130603146,0.9279304790726727,0.9720402561210167
aSTS_L,-0.09932862093699216,0.19484044117902194,0.9610773654871112,-0.0808101222087714,0.291969307193953,0.9571776199669187
A20iv_L,-0.07200506547569255,0.34789983457747564,0.9610773654871112,-0.07235584007312143,0.3455502460661093,0.9571776199669187
A37elv_L,0.03185238657141073,0.6782888209839977,0.9610773654871112,-0.013434626347022062,0.861145176410294,0.9693292437985219
A20r_L,-0.012899836165758797,0.8666201623246723,0.9706145818036329,0.006150383830423302,0.9361783131489805,0.9753671727691703
A20il_L,-0.08585977486467879,0.26275686723006314,0.9610773654871112,-0.10749180656474064,0.16045820452295886,0.8985659453285696
A37vl_L,0.061233639635237806,0.4248908351070202,0.9610773654871112,0.06219970763909555,0.417607773430301,0.9571776199669187
