,0
A8m_R,-0.07346921815000002
A8dl_R,-0.022866849772499993
A9l_R,0.013992955072499988
A6dl_R,-0.08492637321999999
A6m_R,-0.1783086562775
A9m_R,0.047922240497500004
A10m_R,0.11901621491500002
46d_R,0.03581693974750001
IFJ_R,0.009334069444999997
A46_R,0.08352746065000005
46v_R,0.13743942086250002
A8vl_R,0.024490143012499993
A6vl_R,-0.09575426778750001
A10l_R,0.1881234498875
A44d_R,0.12911435642000002
IFS_R,0.084631501185
A45c_R,0.1822559370575
A45r_R,0.04417529526499999
A44op_R,0.14757562007249997
A44v_R,0.07086794651499999
A14m_R,0.10706566708499998
47o_R,0.0601431429875
A11l_R,0.08095157547999998
A11m_R,0.029203343112499988
A13_R,0.055542877602499985
47l_R,-0.0712887620725
A4hf_R,-0.259573834015
A6cdl_R,-0.292740841295
A4ul_R,-0.24339372664000003
A4t_R,-0.38727411718
A4tl_R,-0.08070130727000002
A6cvl_R,-0.14862651446249997
3ll_R,-0.14457343377499998
A4ll_R,-0.29235036730499997
A38m_R,-0.04534980649000005
42_R,-0.077055428545
TE1.2_R,-0.0438723308775
A22c_R,-0.0028550119149999987
A38l_R,0.14779649304999998
A22r_R,0.2439537866525
A21c_R,0.20209638868
A21r_R,-0.051682893517499995
A37dl_R,0.30749093187500004
aSTS_R,0.19662940434749998
A20iv_R,0.03546481248749998
A37elv_R,0.18506948414500002
A20r_R,-0.038554673185000006
A20il_R,-0.11536517814499998
A37vl_R,-0.0031626328974999882
A20cl_R,0.27545984342499996
A20cv_R,0.051259672542499995
A20rv_R,-0.00920584881749999
A37mv_R,0.058685263135000006
A37lv_R,0.04217463054500005
36r_R,0.016964244967499997
36c_R,-0.18175385487499998
TL_R,0.02619815266000001
34_R,-0.010294489412499991
TI_R,0.031896668087499996
TH_R,-0.072750456715
rpSTS_R,0.25049600405
cpSTS_R,0.1388418209425
A7r_R,-0.06310803700499999
A7c_R,-0.11702284419
A5l_R,-0.05314484801000001
A7pc_R,-0.11252862759000001
A7ip_R,-0.07646935556249998
A39c_R,0.1180320020225
A39rd_R,-0.014315163077499997
A40rd_R,-0.116448193665
A40c_R,0.024198688392500004
A39rv_R,0.0922661447525
A40rv_R,-0.151578781175
A7m_R,-0.20330767714249998
A5m_R,-0.17414718842
dmPOS_R,-0.164869653475
A31_R,-0.17314415792500004
3ulhf_R,-0.07441320502999998
3tonIa_R,-0.14385048578499998
A2_R,-0.118022695205
3tru_R,0.03215635454999996
G_R,0.027770698662499996
vIa_R,-0.1451316175025
dIa_R,-0.09819671257750001
vIg_R,-0.161577134555
dIg_R,-0.0381045300575
dId_R,-0.015317227269999996
A23d_R,-0.02871004952
A24rv_R,0.1834265598375
A32p_R,0.09376971958000001
A23v_R,0.024344462655
A24cd_R,-0.04803603839750001
A23c_R,0.005762321652499996
A32sg_R,0.08745184599249999
cLinG_R,-0.002763804697500003
rCunG_R,-0.054607160404999994
cCunG_R,-0.08296865810000002
rLinG_R,-0.06857612002999999
vmPOS_R,0.03274542039
mOccG_R,-0.105379847155
MT+_R,0.11137235158000001
OPC_R,-0.022862630604999996
iOccG_R,0.046518194692499966
msOccG_R,-0.14591064903249998
lsOccG_R,-0.08206572029749999
A8m_L,-0.1788991013375
A8dl_L,-0.03893043358250001
A9l_L,0.020550694800000036
A6dl_L,-0.15959831638500002
A6m_L,-0.3380154024725
A9m_L,-0.0265526789625
A10m_L,0.1256461770625
46d_L,0.143718744185
IFJ_L,0.019974433347500008
A46_L,0.094971069845
46v_L,0.17767303252000002
A8vl_L,0.13157572497499997
A6vl_L,-0.021556685050000014
A10l_L,0.05571748150000001
A44d_L,-0.01319683383500001
IFS_L,-0.05282736810999999
A45c_L,0.132161000155
A45r_L,-0.059522024207499996
A44op_L,0.11210674857499998
A44v_L,-0.02216916738250001
A14m_L,0.22355447306999998
47o_L,0.026774391079999998
A11l_L,-0.06774262468750002
A11m_L,0.33128653637
A13_L,0.10968896979500002
47l_L,-0.001929431722499988
A4hf_L,-0.2873867852075
A6cdl_L,-0.2448084015425
A4ul_L,-0.3604640271025
A4t_L,-0.31826825637
A4tl_L,-0.010669523999999991
A6cvl_L,-0.19514639861500002
3ll_L,-0.25917093151
A4ll_L,-0.37659645495999994
A38m_L,0.012981735770000035
42_L,0.033470192752499996
TE1.2_L,-0.04759273813500001
A22c_L,-0.09835470742000002
A38l_L,0.1617658338825
A22r_L,0.05034500177
A21c_L,0.15292672375750002
A21r_L,0.10546652396
A37dl_L,0.129983965185
aSTS_L,0.06338314147249999
A20iv_L,0.12720304748
A37elv_L,0.2488770868625
A20r_L,0.2138639920925
A20il_L,0.25727592642749997
A37vl_L,0.12943716518250004
A20cl_L,0.288601534825
A20cv_L,0.07953669710249997
A20rv_L,0.010878726759999964
A37mv_L,0.06712709375499998
A37lv_L,0.239561664545
36r_L,0.09210019220250003
36c_L,-0.1334788006075
TL_L,-0.1068108354125
34_L,-0.03424387675749998
TI_L,0.23705888886499998
TH_L,0.03851577672499998
rpSTS_L,-0.02845931698000001
cpSTS_L,0.07117164733
A7r_L,-0.030886160027500012
A7c_L,-0.064940850865
A5l_L,0.019133040580000014
A7pc_L,-0.19890643111
A7ip_L,-0.22811067184
A39c_L,-0.03731258826500001
A39rd_L,-0.1353253463925
A40rd_L,0.02920172280000001
A40c_L,0.06210231213750001
A39rv_L,0.0537065221425
A40rv_L,0.13885461917
A7m_L,-0.0830523536575
A5m_L,-0.14083188767750002
dmPOS_L,-0.1465168267275
A31_L,0.00511353724500001
3ulhf_L,-0.06455060947499999
3tonIa_L,-0.05889741036749999
A2_L,-0.13124056638999998
3tru_L,-0.22005229929500003
G_L,0.27492296491999996
vIa_L,-0.16043351004249998
dIa_L,-0.002824645432499997
vIg_L,-0.043890255405
dIg_L,-0.027906098005000008
dId_L,-0.04990896288500002
A23d_L,0.012841780395000004
A24rv_L,0.006354659424999997
A32p_L,0.07483481371749999
A23v_L,0.13571368914249995
A24cd_L,0.0758410953475
A23c_L,-0.044077917397500006
A32sg_L,0.07248884434749998
